http://s4.travian.it/berichte.php?id=2471183,2471183,Rinforzi,250,360,300,16.0,84.0
http://s4.travian.it/berichte.php?id=2471133,2471133,guitar-screem,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2467949,2467949,martina,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2467685,2467685,gilber,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2466706,2466706,guitar-screem,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2466319,2466319,Rinforzi,0,1260,654,100.0,52.0
http://s4.travian.it/berichte.php?id=2458882,2458882,Halmucoz,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2458443,2458443,crownell,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2454396,2454396,martina,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2453871,2453871,guitar-screem,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2452241,2452241,russorusso,0,1620,403,100.0,25.0
http://s4.travian.it/berichte.php?id=2443414,2443414,PAX,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2443370,2443370,dancan,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2442635,2442635,marines,0,780,711,100.0,92.0
http://s4.travian.it/berichte.php?id=2442326,2442326,crownell,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2441796,2441796,PAX,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2441618,2441618,draka,250,780,720,65.0,93.0
http://s4.travian.it/berichte.php?id=2439006,2439006,PAX,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2437493,2437493,martina,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2435588,2435588,genna,0,780,696,100.0,90.0
http://s4.travian.it/berichte.php?id=2434253,2434253,guitar-screem,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2433883,2433883,CMD,0,660,237,100.0,36.0
http://s4.travian.it/berichte.php?id=2433117,2433117,Andrewy,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2429473,2429473,HinaChan,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2428914,2428914,crownell,0,240,240,100.0,100.0
http://s4.travian.it/berichte.php?id=2428556,2428556,Canio17,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2428063,2428063,Zio,0,780,365,100.0,47.0
http://s4.travian.it/berichte.php?id=2426833,2426833,soldier_95,0,780,283,100.0,37.0
http://s4.travian.it/berichte.php?id=2417509,2417509,russorusso,750,1260,1042,28.0,83.0
http://s4.travian.it/berichte.php?id=2415470,2415470,Raffy89,0,480,480,100.0,100.0
http://s4.travian.it/berichte.php?id=2415403,2415403,Halmucoz,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2407897,2407897,russorusso,1750,1140,720,-144.0,64.0
http://s4.travian.it/berichte.php?id=2407175,2407175,peppe91,0,300,257,100.0,86.0
http://s4.travian.it/berichte.php?id=2406611,2406611,gilber,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2405807,2405807,Deux,0,120,42,100.0,35.0
http://s4.travian.it/berichte.php?id=2400514,2400514,azzurra65,0,1260,424,100.0,34.0
http://s4.travian.it/berichte.php?id=2397820,2397820,cecadj,0,180,180,100.0,100.0
http://s4.travian.it/berichte.php?id=2397016,2397016,abex_90,0,480,480,100.0,100.0
http://s4.travian.it/berichte.php?id=2392381,2392381,dancan,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2390709,2390709,Rinforzi,0,660,637,100.0,97.0
http://s4.travian.it/berichte.php?id=2390529,2390529,Rinforzi,0,600,472,100.0,79.0
http://s4.travian.it/berichte.php?id=2383400,2383400,Andrewy,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2378469,2378469,merlinog55,0,420,420,100.0,100.0
http://s4.travian.it/berichte.php?id=2374820,2374820,Rinforzi,0,1200,873,100.0,73.0
http://s4.travian.it/berichte.php?id=2365893,2365893,azzurra65,0,540,540,100.0,100.0
http://s4.travian.it/berichte.php?id=2362504,2362504,Canio17,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2362179,2362179,soldier_95,0,600,510,100.0,85.0
http://s4.travian.it/berichte.php?id=2358898,2358898,dj,0,300,300,100.0,100.0
http://s4.travian.it/berichte.php?id=2357076,2357076,Sghibbio,0,300,300,100.0,100.0
http://s4.travian.it/berichte.php?id=2355321,2355321,HinaChan,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2345112,2345112,CMD,0,540,244,100.0,46.0
http://s4.travian.it/berichte.php?id=2339726,2339726,secco78,0,360,360,100.0,100.0
http://s4.travian.it/berichte.php?id=2326992,2326992,Mastro,0,480,480,100.0,100.0
http://s4.travian.it/berichte.php?id=2326923,2326923,-Ryuken-,0,120,120,100.0,100.0
http://s4.travian.it/berichte.php?id=2322195,2322195,xxxSarsarxxx,0,300,300,100.0,100.0
http://s4.travian.it/berichte.php?id=2307857,2307857,peppe91,0,300,87,100.0,29.0
http://s4.travian.it/berichte.php?id=2307492,2307492,Sghibbio,0,300,300,100.0,100.0
